ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
526	Papilio		polytes-male	Papilio			-
527	Papilio		polytes-male	Papilio		polytes-male, helenus	+
528	Papilio		polytes-male	Papilio		polytes-male	+
529	Papilio		polytes-male	Papilio		polytes-male	+
530	Papilio		polytes-male	Papilio			-
531	Papilio		polytes-male				-
532	Papilio		polytes-male	Papilio		polytes-male	+
533	Papilio		polytes-male	Papilio		polytes-male	+
534	Papilio		polytes-male	Papilio		polytes-male	+
535	Papilio		polytes-male	Papilio		polytes-male	+
24	Troides		helena	Troides		helena	+
25	Troides		helena	Troides		helena	+
26	Troides		helena	Troides		helena	+
27	Troides		helena	Troides		helena	+
545	Papilio		nephelus	Papilio		nephelus	+
546	Papilio		nephelus	Papilio, Graphium		nephelus	+
38	Lamproptera						-
39	Lamproptera						-
47	Vindula			Vindula			+
52	Euploea		mulciber-female			mulciber-female	-
569	Papilio		polytes-female			polytes-male	-
570	Papilio		polytes-female	Papilio			-
571	Papilio		polytes-female	Papilio		polytes-female	+
572	Papilio		polytes-female	Papilio		polytes-female	+
573	Papilio		polytes-female	Papilio		polytes-female	+
63	Euploea		rhadamanthus	Euploea		rhadamanthus	+
595	Papilio		memnon-female				-
596	Papilio		memnon-female	Papilio		memnon-female	+
597	Papilio		memnon-female	Papilio		memnon-female	+
598	Papilio		memnon-female	Papilio		memnon-female	+
599	Papilio		memnon-female	Papilio		memnon-female	+
608	Papilio		karna	Papilio			-
104	Graphium		adonarensis	Graphium		adonarensis	+
105	Graphium		adonarensis	Graphium		adonarensis	+
106	Graphium		adonarensis	Graphium		adonarensis	+
107	Graphium		adonarensis	Graphium		adonarensis	+
108	Graphium		adonarensis	Graphium			-
109	Graphium		adonarensis	Graphium			-
110	Graphium		adonarensis	Graphium		adonarensis	+
111	Graphium		adonarensis	Graphium		adonarensis	+
112	Graphium		adonarensis	Graphium		adonarensis	+
