ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
4	Troides		amphrysus-male	Troides			-
5	Troides		amphrysus-male	Troides			-
17	Troides		helena			helena	-
18	Troides		helena	Troides		helena	+
19	Troides		helena	Graphium		helena	-
20	Troides		helena			helena	-
21	Troides		helena			helena	-
22	Troides		helena			helena	-
23	Troides		helena			helena	-
24	Troides		helena	Troides		helena	+
25	Troides		helena			helena	-
26	Troides		helena	Troides		helena	+
27	Troides		helena			helena	-
34	Lamproptera						-
35	Lamproptera						-
36	Lamproptera						-
37	Lamproptera						-
38	Lamproptera						-
39	Lamproptera						-
44	Vindula			Graphium			-
45	Vindula						-
46	Vindula			Vindula			+
47	Vindula						-
51	Euploea		mulciber-female				-
52	Euploea		mulciber-female			mulciber-female	-
55	Euploea		mulciber-male	Euploea			-
56	Euploea		mulciber-male	Euploea			-
61	Euploea		rhadamanthus	Parantica			-
62	Euploea		rhadamanthus	Euploea		rhadamanthus	+
63	Euploea		rhadamanthus			rhadamanthus	-
89	Graphium		adonarensis	Graphium		adonarensis	+
90	Graphium		adonarensis	Graphium		adonarensis	+
91	Graphium		adonarensis				-
92	Graphium		adonarensis	Graphium			-
93	Graphium		adonarensis	Graphium		evemon, adonarensis	+
94	Graphium		adonarensis	Graphium		adonarensis	+
95	Graphium		adonarensis	Graphium		adonarensis	+
96	Graphium		adonarensis	Graphium		adonarensis	+
97	Graphium		adonarensis	Graphium		adonarensis	+
98	Graphium		adonarensis	Graphium			-
99	Graphium		adonarensis	Graphium		adonarensis	+
100	Graphium		adonarensis			adonarensis	-
101	Graphium		adonarensis			adonarensis	-
102	Graphium		adonarensis	Graphium			-
103	Graphium		adonarensis	Graphium			-
104	Graphium		adonarensis			adonarensis	-
105	Graphium		adonarensis			adonarensis	-
106	Graphium		adonarensis	Graphium		adonarensis	+
107	Graphium		adonarensis	Graphium		adonarensis	+
108	Graphium		adonarensis	Graphium		adonarensis	+
109	Graphium		adonarensis	Graphium		adonarensis	+
110	Graphium		adonarensis	Graphium		adonarensis	+
111	Graphium		adonarensis			adonarensis	-
112	Graphium		adonarensis	Graphium			-
113	Graphium		adonarensis			adonarensis	-
119	Graphium		doson	Graphium			-
120	Graphium		doson	Graphium			-
121	Graphium		doson	Graphium			-
122	Graphium		doson	Graphium			-
138	Graphium		agamemnon	Graphium			-
139	Graphium		agamemnon	Graphium			-
140	Graphium		agamemnon	Graphium			-
141	Graphium		agamemnon	Graphium			-
142	Graphium		agamemnon	Graphium		agamemnon	+
143	Graphium		agamemnon	Graphium			-
144	Graphium		agamemnon	Graphium		agamemnon, adonarensis	+
145	Graphium		agamemnon	Graphium		agamemnon	+
146	Graphium		agamemnon	Graphium		agamemnon	+
147	Graphium		agamemnon	Graphium			-
148	Graphium		agamemnon	Graphium		agamemnon	+
149	Graphium		agamemnon				-
150	Graphium		agamemnon	Graphium			-
151	Graphium		agamemnon	Graphium			-
174	Graphium		evemon	Graphium		evemon	+
175	Graphium		evemon	Graphium		evemon	+
176	Graphium		evemon	Graphium		evemon	+
177	Graphium		evemon	Graphium		evemon	+
178	Graphium		evemon			evemon	-
179	Graphium		evemon	Graphium			-
180	Graphium		evemon	Graphium		evemon	+
181	Graphium		evemon	Graphium		evemon	+
182	Graphium		evemon	Graphium		evemon	+
183	Graphium		evemon	Graphium		evemon	+
184	Graphium		evemon	Graphium		doson, evemon	+
185	Graphium		evemon	Graphium		evemon	+
186	Graphium		evemon	Graphium		doson	-
187	Graphium		evemon	Graphium			-
188	Graphium		evemon	Graphium		evemon	+
189	Graphium		evemon	Graphium		evemon	+
190	Graphium		evemon	Graphium			-
191	Graphium		evemon	Graphium			-
192	Graphium		evemon	Graphium		evemon	+
193	Graphium		evemon	Graphium			-
