ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
825	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum	Paphiopedilum		-
854	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum		hirsutissimum	-
646	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
647	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum		malipoense	-
776	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum			-
393	Paphiopedilum	Barbata	argus	Paphiopedilum	Barbata		-
906	Paphiopedilum	Brachypetalum	niveum	Paphiopedilum	Barbata, Parvisepalum	niveum	-
919	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum	Brachypetalum	godefroyae	+
141	Cypripedium	Sinopedilum	bardolphianum		Sinopedilum	bardolphianum	-
272	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Barbata		-
530	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata	urbanianum, wardii	+
531	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata	wardii	+
1113	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
791	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum	Paphiopedilum		-
666	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Parvisepalum		-
1052	Phragmipedium	Micropetalum	besseae	Paphiopedilum	Micropetalum	besseae	-
413	Paphiopedilum	Barbata	dayanum	Paphiopedilum	Barbata, Pardalopetalum	fowliei, dayanum	+
31	Cypripedium	Cypripedium	calcicola	Cypripedium	Cypripedium	calcicola	+
802	Paphiopedilum	Paphiopedilum	gratrixianum	Paphiopedilum	Paphiopedilum		-
291	Paphiopedilum	Barbata	bullenianum	Paphiopedilum	Barbata	bullenianum	+
167	Paphiopedilum	Coryopedilum	rothschildianum	Paphiopedilum	Barbata	rothschildianum	-
425	Paphiopedilum	Barbata	lawrenceanum	Paphiopedilum	Barbata	barbatum	-
683	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum	Paphiopedilum		-
812	Paphiopedilum	Paphiopedilum	charlesworthii	Paphiopedilum	Paphiopedilum	charlesworthii	+
986	Paphiopedilum	Cochlopetalum	primulinum	Cypripedium	Parvisepalum	primulinum	-
1032	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Paphiopedilum	liemianum	-
1075	Phragmipedium	Micropetalum	schlimii	Phragmipedium, Cypripedium	Micropetalum	schlimii	+
949	Paphiopedilum	Pardalopetalum	haynaldianum		Barbata	haynaldianum	-
1033	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Cochlopetalum, Paphiopedilum		-
568	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum, Coryopedilum	micranthum	+
441	Paphiopedilum	Barbata	hookerae				-
58	Cypripedium	Cypripedium	tibeticum		Cypripedium	tibeticum	-
59	Cypripedium	Cypripedium	tibeticum	Paphiopedilum		calcicola	-
318	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Barbata		-
319	Paphiopedilum	Barbata	urbanianum	Paphiopedilum			-
569	Paphiopedilum	Parvisepalum	micranthum		Parvisepalum	micranthum	-
454	Paphiopedilum	Barbata	superbiens	Paphiopedilum	Barbata	dayanum	-
967	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Barbata	haynaldianum	-
840	Paphiopedilum	Paphiopedilum	exul	Paphiopedilum	Paphiopedilum	gratrixianum, insigne, spicerianum	-
697	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum			-
716	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum		villosum, gratrixianum	-
717	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	tigrinum, exul	-
338	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Barbata		-
596	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
597	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
470	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata	purpuratum	+
186	Paphiopedilum	Coryopedilum	philippinense			rothschildianum	-
89	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Cypripedium, Obtusipetala	flavum	-
730	Paphiopedilum	Paphiopedilum	tigrinum		Paphiopedilum	tigrinum	-
349	Paphiopedilum	Barbata	fowliei		Barbata	hookerae, fowliei	-
570	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum, Cochlopetalum	micranthum	+
231	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Barbata	callosum	-
1001	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum		glaucophyllum	-
618	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Brachypetalum		-
871	Paphiopedilum	Brachypetalum	concolor		Parvisepalum	niveum	-
749	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum	charlesworthii	-
750	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Barbata	spicerianum	-
111	Cypripedium	Trigonopedia	sichuanense	Cypripedium	Cypripedium	sichuanense	-
496	Paphiopedilum	Barbata	acmodontum		Paphiopedilum		-
372	Paphiopedilum	Barbata	callosum	Paphiopedilum	Paphiopedilum, Coryopedilum	callosum	-
254	Paphiopedilum	Barbata	violascens	Paphiopedilum	Barbata	violascens	+
887	Paphiopedilum	Brachypetalum	bellatulum	Paphiopedilum	Pardalopetalum	bellatulum, godefroyae	-
763	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum		insigne	-
382	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata	sukhakulii, venustum, hennisianum, callosum	+
511	Paphiopedilum	Barbata	hennisianum	Paphiopedilum		hennisianum	-
