ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
512	Paphiopedilum	Barbata	wardii	Paphiopedilum		wardii	-
513	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata		-
1041	Phragmipedium	Micropetalum	besseae		Micropetalum		-
1042	Phragmipedium	Micropetalum	besseae	Phragmipedium	Micropetalum	besseae	+
532	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
533	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
22	Cypripedium	Cypripedium	calcicola	Paphiopedilum	Cypripedium	calcicola	-
535	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
1058	Phragmipedium	Micropetalum	schlimii		Micropetalum	schlimii	-
1059	Phragmipedium	Micropetalum	schlimii	Paphiopedilum	Micropetalum	schlimii	-
40	Cypripedium	Cypripedium	tibeticum	Cypripedium		tibeticum	-
41	Cypripedium	Cypripedium	tibeticum	Paphiopedilum	Cypripedium, Trigonopedia		-
571	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
572	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
573	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum		-
71	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Obtusipetala	flavum	-
72	Cypripedium	Obtusipetala	flavum		Obtusipetala	flavum	-
1104	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
606	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum		delenatii	-
607	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Parvisepalum, Brachypetalum	delenatii	+
101	Cypripedium	Trigonopedia	sichuanense	Cypripedium	Trigonopedia	sichuanense	+
102	Cypripedium	Trigonopedia	sichuanense	Cypripedium	Trigonopedia	sichuanense	+
619	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
620	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum, Paphiopedilum	malipoense	+
621	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
129	Cypripedium	Sinopedilum	bardolphianum	Paphiopedilum	Sinopedilum	bardolphianum	-
130	Cypripedium	Sinopedilum	bardolphianum	Paphiopedilum	Obtusipetala	bardolphianum	-
534	Paphiopedilum	Parvisepalum	micranthum		Parvisepalum, Paphiopedilum	micranthum	-
648	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum		emersonii	-
649	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Barbata, Brachypetalum	emersonii	-
280	Paphiopedilum	Barbata	bullenianum	Paphiopedilum			-
281	Paphiopedilum	Barbata	bullenianum		Barbata		-
667	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum	Paphiopedilum		-
156	Paphiopedilum	Coryopedilum	rothschildianum	Cypripedium		philippinense	-
157	Paphiopedilum	Coryopedilum	rothschildianum	Paphiopedilum	Paphiopedilum	rothschildianum	-
684	Paphiopedilum	Paphiopedilum	fairrieanum			fairrieanum	-
685	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum	Parvisepalum	fairrieanum	-
177	Paphiopedilum	Coryopedilum	philippinense	Paphiopedilum	Barbata	philippinense	-
698	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	henryanum	-
699	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	villosum	+
718	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum	Barbata, Brachypetalum	hirsutissimum	-
719	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum	Paphiopedilum		-
215	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Barbata	barbatum, lawrenceanum	+
216	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Barbata	lawrenceanum	-
731	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Barbata		-
732	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum			-
751	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Paphiopedilum	helenae	+
752	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Paphiopedilum		-
241	Paphiopedilum	Barbata	violascens	Paphiopedilum	Barbata	violascens	+
764	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum	Barbata		-
765	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum	Paphiopedilum	druryi	+
255	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Barbata	tonsum	+
256	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Paphiopedilum	tonsum	-
777	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum		henryanum, villosum	-
778	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum		henryanum	-
813	Paphiopedilum	Paphiopedilum	barbigerum		Paphiopedilum		-
