ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
643	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
644	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum, Barbata	malipoense	+
645	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum		malipoense	-
1030	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum		liemianum	-
775	Paphiopedilum	Paphiopedilum	druryi	Paphiopedilum	Paphiopedilum	druryi, exul	+
392	Paphiopedilum	Barbata	argus	Paphiopedilum	Barbata		-
905	Paphiopedilum	Brachypetalum	niveum	Paphiopedilum	Brachypetalum, Parvisepalum	niveum	+
140	Cypripedium	Sinopedilum	bardolphianum	Paphiopedilum	Sinopedilum	bardolphianum	-
271	Paphiopedilum	Barbata	tonsum	Paphiopedilum	Paphiopedilum	tonsum	-
528	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata	wardii	+
529	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata	wardii	+
1051	Phragmipedium	Micropetalum	besseae	Phragmipedium, Cypripedium	Micropetalum	besseae	+
790	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum		henryanum	-
985	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Cochlopetalum	primulinum	+
664	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Parvisepalum	emersonii, delenatii	+
665	Paphiopedilum	Parvisepalum	emersonii	Paphiopedilum	Parvisepalum	emersonii	+
495	Paphiopedilum	Barbata	acmodontum	Paphiopedilum		acmodontum	-
412	Paphiopedilum	Barbata	dayanum	Paphiopedilum	Barbata		-
30	Cypripedium	Cypripedium	calcicola	Paphiopedilum	Cypripedium	calcicola	-
801	Paphiopedilum	Paphiopedilum	gratrixianum	Paphiopedilum	Paphiopedilum		-
290	Paphiopedilum	Barbata	bullenianum	Paphiopedilum			-
440	Paphiopedilum	Barbata	hookerae	Paphiopedilum			-
166	Paphiopedilum	Coryopedilum	rothschildianum			philippinense	-
424	Paphiopedilum	Barbata	lawrenceanum	Paphiopedilum	Barbata	callosum	-
811	Paphiopedilum	Paphiopedilum	charlesworthii	Paphiopedilum			-
682	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum			-
696	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum	Barbata		-
824	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum	Paphiopedilum		-
904	Paphiopedilum	Brachypetalum	niveum	Paphiopedilum	Parvisepalum, Brachypetalum	niveum	+
