ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
1024	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Cochlopetalum	liemianum	+
1025	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Cochlopetalum	liemianum	+
1026	Paphiopedilum	Cochlopetalum	liemianum			glaucophyllum, liemianum	-
3	Cypripedium	Flabellinervia	formosanum		Flabellinervia	japonicum	-
1028	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum			-
9	Cypripedium	Flabellinervia	japonicum		Flabellinervia, Arietinum	japonicum	-
10	Cypripedium	Flabellinervia	japonicum	Paphiopedilum	Cypripedium	japonicum	-
523	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata		-
524	Paphiopedilum	Barbata	wardii	Paphiopedilum		wardii	-
525	Paphiopedilum	Barbata	wardii	Paphiopedilum			-
526	Paphiopedilum	Barbata	wardii	Paphiopedilum	Barbata	wardii	+
16	Cypripedium	Bifolia	guttatum	Mexipedium, Paphiopedilum	Bifolia	guttatum	-
1027	Paphiopedilum	Cochlopetalum	liemianum	Paphiopedilum	Cochlopetalum	liemianum, glaucophyllum	+
1047	Phragmipedium	Micropetalum	besseae	Cypripedium, Phragmipedium	Micropetalum	besseae	+
1048	Phragmipedium	Micropetalum	besseae	Cypripedium, Phragmipedium	Micropetalum	besseae	+
1049	Phragmipedium	Micropetalum	besseae	Cypripedium	Micropetalum	besseae, fischeri	-
28	Cypripedium	Cypripedium	calcicola	Phragmipedium	Cypripedium	calcicola	-
29	Cypripedium	Cypripedium	calcicola	Paphiopedilum		shanxiense	-
1056	Phragmipedium	Micropetalum	fischeri	Paphiopedilum, Phragmipedium		fischeri	-
34	Cypripedium	Cypripedium	parviflorum			calcicola	-
38	Cypripedium	Cypripedium	farreri	Paphiopedilum		farreri, shanxiense	-
552	Paphiopedilum	Parvisepalum	micranthum	Cypripedium	Parvisepalum, Coryopedilum	micranthum	-
553	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum		micranthum	-
554	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
555	Paphiopedilum	Parvisepalum	micranthum	Phragmipedium, Cypripedium	Parvisepalum	micranthum	-
556	Paphiopedilum	Parvisepalum	micranthum	Mexipedium		micranthum	-
557	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
558	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
559	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
560	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum		micranthum, malipoense	-
561	Paphiopedilum	Parvisepalum	micranthum	Paphiopedilum	Parvisepalum	micranthum	+
50	Cypripedium	Cypripedium	tibeticum	Cypripedium		tibeticum	-
51	Cypripedium	Cypripedium	tibeticum	Cypripedium		tibeticum	-
52	Cypripedium	Cypripedium	tibeticum	Paphiopedilum		calcicola	-
53	Cypripedium	Cypripedium	tibeticum	Paphiopedilum			-
54	Cypripedium	Cypripedium	tibeticum	Paphiopedilum			-
1080	Phragmipedium	Lorifolia	pearcei		Lorifolia	pearcei	-
1081	Phragmipedium	Lorifolia	pearcei	Paphiopedilum	Lorifolia	pearcei	-
522	Paphiopedilum	Barbata	wardii	Cypripedium	Paphiopedilum	wardii	-
64	Cypripedium	Cypripedium	shanxiense	Paphiopedilum		calcicola	-
65	Cypripedium	Cypripedium	shanxiense	Cypripedium	Cypripedium		-
1091	Phragmipedium	Lorifolia	longifolium	Paphiopedilum		longifolium	-
1092	Phragmipedium	Lorifolia	longifolium		Lorifolia	longifolium	-
585	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
586	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum		armeniacum	-
587	Paphiopedilum	Parvisepalum	armeniacum	Cypripedium	Parvisepalum	armeniacum	-
588	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum, Paphiopedilum	armeniacum	+
589	Paphiopedilum	Parvisepalum	armeniacum		Parvisepalum, Paphiopedilum	armeniacum	-
590	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
591	Paphiopedilum	Parvisepalum	armeniacum		Parvisepalum	armeniacum	-
81	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Obtusipetala	flavum	-
82	Cypripedium	Obtusipetala	flavum	Paphiopedilum		flavum	-
83	Cypripedium	Obtusipetala	flavum		Obtusipetala, Trigonopedia	flavum	-
84	Cypripedium	Obtusipetala	flavum	Cypripedium	Obtusipetala	flavum	+
85	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Obtusipetala, Trigonopedia	flavum	-
1110	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Lorifolia	ritchteri	-
1111	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
602	Paphiopedilum	Parvisepalum	vietnamense	Paphiopedilum	Parvisepalum	vietnamense	+
603	Paphiopedilum	Parvisepalum	vietnamense	Paphiopedilum			-
92	Cypripedium	Arietinum	plectrochilum	Paphiopedilum	Obtusipetala	plectrochilum	-
99	Cypripedium	Acaulia	acaule	Cypripedium		acaule	-
613	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Parvisepalum	delenatii	+
614	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Parvisepalum		-
615	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Barbata	delenatii	-
107	Cypripedium	Trigonopedia	sichuanense	Paphiopedilum		sichuanense	-
108	Cypripedium	Trigonopedia	sichuanense	Paphiopedilum		sichuanense	-
